"keyword","cluster","intent","target_url","primary_channel","display_audience","notes"
"emergency drainage chesham","chesham emergency","transactional","https://prestigeflow.co.uk/areas/chesham","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage chislehurst","chislehurst emergency","transactional","https://prestigeflow.co.uk/areas/chislehurst","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage cobham","cobham emergency","transactional","https://prestigeflow.co.uk/areas/cobham","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage crawley","crawley emergency","transactional","https://prestigeflow.co.uk/areas/crawley","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage croydon","croydon emergency","transactional","https://prestigeflow.co.uk/areas/croydon","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage dartford","dartford emergency","transactional","https://prestigeflow.co.uk/areas/dartford","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage east london","east-london emergency","transactional","https://prestigeflow.co.uk/areas/east-london","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage enfield","enfield emergency","transactional","https://prestigeflow.co.uk/areas/enfield","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage epsom","epsom emergency","transactional","https://prestigeflow.co.uk/areas/epsom","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage farnborough","farnborough emergency","transactional","https://prestigeflow.co.uk/areas/farnborough","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage fleet","fleet emergency","transactional","https://prestigeflow.co.uk/areas/fleet","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage gerrards cross","gerrards-cross emergency","transactional","https://prestigeflow.co.uk/areas/gerrards-cross","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage gravesend","gravesend emergency","transactional","https://prestigeflow.co.uk/areas/gravesend","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage guildford","guildford emergency","transactional","https://prestigeflow.co.uk/areas/guildford","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage hampton","hampton emergency","transactional","https://prestigeflow.co.uk/areas/hampton","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage harrow","harrow emergency","transactional","https://prestigeflow.co.uk/areas/harrow","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage hemel hempstead","hemel-hempstead emergency","transactional","https://prestigeflow.co.uk/areas/hemel-hempstead","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage henley on thames","henley-on-thames emergency","transactional","https://prestigeflow.co.uk/areas/henley-on-thames","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage high wycombe","high-wycombe emergency","transactional","https://prestigeflow.co.uk/areas/high-wycombe","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage hitchin","hitchin emergency","transactional","https://prestigeflow.co.uk/areas/hitchin","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage hook","hook emergency","transactional","https://prestigeflow.co.uk/areas/hook","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage horsham","horsham emergency","transactional","https://prestigeflow.co.uk/areas/horsham","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage iver","iver emergency","transactional","https://prestigeflow.co.uk/areas/iver","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage kings langley","kings-langley emergency","transactional","https://prestigeflow.co.uk/areas/kings-langley","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage kingston","kingston emergency","transactional","https://prestigeflow.co.uk/areas/kingston","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage leatherhead","leatherhead emergency","transactional","https://prestigeflow.co.uk/areas/leatherhead","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage london","emergency drainage","transactional","https://prestigeflow.co.uk/services/emergency-drainage","seo+search_ads","homeowners urgent repairs","core high-intent service term"
"emergency drainage luton","luton emergency","transactional","https://prestigeflow.co.uk/areas/luton","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage maidenhead","maidenhead emergency","transactional","https://prestigeflow.co.uk/areas/maidenhead","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage maidstone","maidstone emergency","transactional","https://prestigeflow.co.uk/areas/maidstone","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage marlow","marlow emergency","transactional","https://prestigeflow.co.uk/areas/marlow","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage milton keynes","milton-keynes emergency","transactional","https://prestigeflow.co.uk/areas/milton-keynes","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
"emergency drainage newbury","newbury emergency","transactional","https://prestigeflow.co.uk/areas/newbury","seo+search_ads","homeowners landlords facilities teams","area-service intent expansion for local coverage"
